location,policeForce
Huntscott,Avon and Somerset
Huntspill,Avon and Somerset
Huntstile,Avon and Somerset
Huntworth,Avon and Somerset
Hurcott,Avon and Somerset
Hurst,Avon and Somerset
Hutton,Avon and Somerset
Huxham Green,Avon and Somerset
Hythe,Avon and Somerset
Icelton,Avon and Somerset
Ilchester,Avon and Somerset
Ilchester Mead,Avon and Somerset
Ilford,Avon and Somerset
Ilminster,Avon and Somerset
Ilton,Avon and Somerset
Inglesbatch,Avon and Somerset
Innox Hill,Avon and Somerset
Isle,Avon and Somerset
Isle Abbotts,Avon and Somerset
Isle Brewers,Avon and Somerset
Iwood,Avon and Somerset
Keenthorne,Avon and Somerset
Keinton Mandeville,Avon and Somerset
Kelston,Avon and Somerset
Kenn,Avon and Somerset
Kenn Moor Gate,Avon and Somerset
Kennet and Avon Canal,Avon and Somerset
Kenny,Avon and Somerset
Keward,Avon and Somerset
Kewstoke,Avon and Somerset
Keyford,Avon and Somerset
Keynsham,Avon and Somerset
Kibbear,Avon and Somerset
Kilmersdon,Avon and Somerset
Kilton,Avon and Somerset
Kilve,Avon and Somerset
Kingdown,Avon and Somerset
Kingsbridge,Avon and Somerset
Kingsbury Episcopi,Avon and Somerset
Kingsbury Regis,Avon and Somerset
Kingsdon,Avon and Somerset
Kingston Seymour,Avon and Somerset
Kingston St Mary,Avon and Somerset
Kingstone,Avon and Somerset
Kingsway,Avon and Somerset
Kingswood,Avon and Somerset
Kingweston,Avon and Somerset
Kittisford,Avon and Somerset
Knapp,Avon and Somerset
Knightcott,Avon and Somerset
Knighton,Avon and Somerset
Knole,Avon and Somerset
Knoll Green,Avon and Somerset
Knott Oak,Avon and Somerset
Knowle,Avon and Somerset
Knowle St Giles,Avon and Somerset
Lambridge,Avon and Somerset
Lamyatt,Avon and Somerset
Langaller,Avon and Somerset
Langford,Avon and Somerset
Langford Budville,Avon and Somerset
Langford Green,Avon and Somerset
Langham,Avon and Somerset
Langley,Avon and Somerset
Langley Marsh,Avon and Somerset
Langport,Avon and Somerset
Langridge,Avon and Somerset
Lansdown,Avon and Somerset
Larkhall,Avon and Somerset
Latcham,Avon and Somerset
Lattiford,Avon and Somerset
Launcherley,Avon and Somerset
Laverley,Avon and Somerset
Laverton,Avon and Somerset
Lawford,Avon and Somerset
Leigh Common,Avon and Somerset
Leigh upon Mendip,Avon and Somerset
Leigh Woods,Avon and Somerset
Leighland Chapel,Avon and Somerset
Leighton,Avon and Somerset
Ley,Avon and Somerset
Lillesdon,Avon and Somerset
Lilstock,Avon and Somerset
Limington,Avon and Somerset
Limpley Stoke,Avon and Somerset
Liney,Avon and Somerset
Link,Avon and Somerset
Lipyeate,Avon and Somerset
Listoke,Avon and Somerset
Little Green,Avon and Somerset
Little Hill,Avon and Somerset
Little Keyford,Avon and Somerset
Little Load,Avon and Somerset
Little London,Avon and Somerset
Little Norton,Avon and Somerset
Little Weston,Avon and Somerset
Littleton,Avon and Somerset
Litton,Avon and Somerset
Locking,Avon and Somerset
Locksbrook,Avon and Somerset
Lodway,Avon and Somerset
Long Ashton,Avon and Somerset
Long Load,Avon and Somerset
Long Sutton,Avon and Somerset
Longhouse,Avon and Somerset
Longstone,Avon and Somerset
Lopen,Avon and Somerset
Lopen Head,Avon and Somerset
Lottisham,Avon and Somerset
Lovington,Avon and Somerset
Low Ham,Avon and Somerset
Lower Aisholt,Avon and Somerset
Lower Burrow,Avon and Somerset
Lower Canada,Avon and Somerset
Lower Durston,Avon and Somerset
Lower Failand,Avon and Somerset
Lower Godney,Avon and Somerset
Lower Knapp,Avon and Somerset
Lower Langford,Avon and Somerset
Lower Marsh,Avon and Somerset
Lower Marston,Avon and Somerset
Lower Merridge,Avon and Somerset
Lower Milton,Avon and Somerset
Lower Nyland,Avon and Somerset
Lower Odcombe,Avon and Somerset
Lower Roadwater,Avon and Somerset
Lower Stratton,Avon and Somerset
Lower Swainswick,Avon and Somerset
Lower Vexford,Avon and Somerset
Lower Weacombe,Avon and Somerset
Lower Weare,Avon and Somerset
Lower Westholme,Avon and Somerset
Lower Weston,Avon and Somerset
Lower Whatley,Avon and Somerset
Lower Woolston,Avon and Somerset
Lower Wraxall,Avon and Somerset
Lowton,Avon and Somerset
Loxton,Avon and Somerset
Luccombe,Avon and Somerset
Luckwell Bridge,Avon and Somerset
Ludney,Avon and Somerset
Lufton,Avon and Somerset
Lullington,Avon and Somerset
Lulsgate Bottom,Avon and Somerset
Lusty,Avon and Somerset
Luxborough,Avon and Somerset
Lyatts,Avon and Somerset
Lydeard St Lawrence,Avon and Somerset
Lydford Fair Place,Avon and Somerset
Lydford-on-Fosse,Avon and Somerset
Lydmarsh,Avon and Somerset
Lye Cross,Avon and Somerset
Lye Hole,Avon and Somerset
Lympsham,Avon and Somerset
Lynch,Avon and Somerset
Lyng,Avon and Somerset
Lyngford,Avon and Somerset
Maiden Head,Avon and Somerset
Maperton,Avon and Somerset
Mark,Avon and Somerset
Mark Causeway,Avon and Somerset
Marksbury,Avon and Somerset
Marsh Mills,Avon and Somerset
Marsh Street,Avon and Somerset
Marston Bigot,Avon and Somerset
Marston Gate,Avon and Somerset
Marston Magna,Avon and Somerset
Martock,Avon and Somerset
Maundown,Avon and Somerset
Meadgate,Avon and Somerset
Meare,Avon and Somerset
Meare Green,Avon and Somerset
Mearns,Avon and Somerset
Melcombe,Avon and Somerset
Mells,Avon and Somerset
Mells Green,Avon and Somerset
Mendip Hills,Avon and Somerset
Merridge,Avon and Somerset
Merriott,Avon and Somerset
Merriottsford,Avon and Somerset
Mid Lambrook,Avon and Somerset
Middle Bridge,Avon and Somerset
Middle Burnham,Avon and Somerset
Middle Chinnock,Avon and Somerset
Middle Green,Avon and Somerset
Middle Stoford,Avon and Somerset
Middle Stoughton,Avon and Somerset
Middletown,Avon and Somerset
Middlezoy,Avon and Somerset
Midelney,Avon and Somerset
Midford,Avon and Somerset
Midford Brook,Avon and Somerset
Midsomer Norton,Avon and Somerset
Midway,Avon and Somerset
Milborne Port,Avon and Somerset
Milborne Wick,Avon and Somerset
Milton,Avon and Somerset
Milton Clevedon,Avon and Somerset
Milverton,Avon and Somerset
Minehead,Avon and Somerset
Misterton,Avon and Somerset
Monksilver,Avon and Somerset
Monkton Combe,Avon and Somerset
Monkton Heathfield,Avon and Somerset
Montacute,Avon and Somerset
Moolham,Avon and Somerset
Moor,Avon and Somerset
Moorland (Northmoor Green),Avon and Somerset
Moorledge,Avon and Somerset
Moorlinch,Avon and Somerset
Muchelney,Avon and Somerset
Muchelney Ham,Avon and Somerset
Mudford,Avon and Somerset
Mudford Sock,Avon and Somerset
Mudgley,Avon and Somerset
Nailsbourne,Avon and Somerset
Nailsea,Avon and Somerset
Nailwell,Avon and Somerset
Nash,Avon and Somerset
Nedge Hill,Avon and Somerset
Neighbourne,Avon and Somerset
Nempnett Thrubwell,Avon and Somerset
Nether Stowey,Avon and Somerset
Netherclay,Avon and Somerset
Nethercott,Avon and Somerset
Nettlebridge,Avon and Somerset
New Buildings,Avon and Somerset
New Cross,Avon and Somerset
New England,Avon and Somerset
New Town,Avon and Somerset
Newbridge,Avon and Somerset
Newbury,Avon and Somerset
Newport,Avon and Somerset
Newton,Avon and Somerset
Newton St Loe,Avon and Somerset
Newtown,Avon and Somerset
Nimmer,Avon and Somerset
North Barrow,Avon and Somerset
North Brewham,Avon and Somerset
North Cadbury,Avon and Somerset
North Cheriton,Avon and Somerset
North Coker,Avon and Somerset
North Curry,Avon and Somerset
North End,Avon and Somerset
North Newton,Avon and Somerset
North Perrott,Avon and Somerset
North Petherton,Avon and Somerset
North Stoke,Avon and Somerset
North Town,Avon and Somerset
North Weston,Avon and Somerset
North Wick,Avon and Somerset
North Widcombe,Avon and Somerset
North Wootton,Avon and Somerset
Northay,Avon and Somerset
Northend,Avon and Somerset
Northfield,Avon and Somerset
Northgate,Avon and Somerset
Northmoor Corner,Avon and Somerset
Northmoor Green (Moorland),Avon and Somerset
Northover,Avon and Somerset
Northway,Avon and Somerset
Northwick,Avon and Somerset
Norton,Avon and Somerset
Norton Fitzwarren,Avon and Somerset
Norton Hawkfield,Avon and Somerset
Norton Hill,Avon and Somerset
Norton Malreward,Avon and Somerset
Norton St Philip,Avon and Somerset
Norton Sub Hamdon,Avon and Somerset
Nunney,Avon and Somerset
Nunney Catch,Avon and Somerset
Nye,Avon and Somerset
Nyland,Avon and Somerset
Nynehead,Avon and Somerset
Nythe,Avon and Somerset
Oake,Avon and Somerset
Oake Green,Avon and Somerset
Oakhill,Avon and Somerset
Oare,Avon and Somerset
Oareford,Avon and Somerset
Oath,Avon and Somerset
Odcombe,Avon and Somerset
Odd Down,Avon and Somerset
Old Cleeve,Avon and Somerset
Old Ditch,Avon and Somerset
Old Down,Avon and Somerset
Old Way,Avon and Somerset
Oldfield Park,Avon and Somerset
Oldford,Avon and Somerset
Oldmixon,Avon and Somerset
Orchard Portman,Avon and Somerset
Othery,Avon and Somerset
Otterford,Avon and Somerset
Otterhampton,Avon and Somerset
Outwood,Avon and Somerset
Over Stowey,Avon and Somerset
Over Stratton,Avon and Somerset
Overleigh,Avon and Somerset
Oxenpill,Avon and Somerset
Paintmoor,Avon and Somerset
Panborough,Avon and Somerset
Parbrook,Avon and Somerset
Parchey,Avon and Somerset
Park,Avon and Somerset
Park Corner,Avon and Somerset
Park End,Avon and Somerset
Parkway,Avon and Somerset
Parrett,Avon and Somerset
Pathe,Avon and Somerset
Paulton,Avon and Somerset
Pawlett,Avon and Somerset
Pawlett Hill,Avon and Somerset
Payton,Avon and Somerset
Pear Ash,Avon and Somerset
Peasedown St John,Avon and Somerset
Peasmarsh,Avon and Somerset
Pecking Mill,Avon and Somerset
Pedwell,Avon and Somerset
Pen Mill,Avon and Somerset
Pendomer,Avon and Somerset
Penselwood,Avon and Somerset
Pensford,Avon and Somerset
Periton,Avon and Somerset
Perry Green,Avon and Somerset
Perry Street,Avon and Somerset
Perrymead,Avon and Somerset
Pibsbury,Avon and Somerset
Pickney,Avon and Somerset
Pightley,Avon and Somerset
Pill,Avon and Somerset
Pilton,Avon and Somerset
Piltown,Avon and Somerset
Pinksmoor,Avon and Somerset
Pipehouse,Avon and Somerset
Pitcombe,Avon and Somerset
Pitcot,Avon and Somerset
Pitminster,Avon and Somerset
Pitney,Avon and Somerset
Pitsford Hill,Avon and Somerset
Plainsfield,Avon and Somerset
Pleamore Cross,Avon and Somerset
Plot Gate,Avon and Somerset
Plot Street,Avon and Somerset
Podimore,Avon and Somerset
Poleshill,Avon and Somerset
Polsham,Avon and Somerset
Pond Close,Avon and Somerset
Poole,Avon and Somerset
Pooltown,Avon and Somerset
Porlock,Avon and Somerset
Porlock Weir,Avon and Somerset
Porlockford,Avon and Somerset
Portbury,Avon and Somerset
Portfield,Avon and Somerset
Portishead,Avon and Somerset
Portland,Avon and Somerset
Portway,Avon and Somerset
Potters Hill,Avon and Somerset
Pound,Avon and Somerset
Prestleigh,Avon and Somerset
Preston Bowyer,Avon and Somerset
Preston Plucknett,Avon and Somerset
Priddy,Avon and Somerset
Priest Down,Avon and Somerset
Primrose Hill,Avon and Somerset
Priorswood,Avon and Somerset
Priston,Avon and Somerset
Publow,Avon and Somerset
Puckington,Avon and Somerset
Puddlebridge,Avon and Somerset
Pudleigh,Avon and Somerset
Puriton,Avon and Somerset
Purn,Avon and Somerset
Purtington,Avon and Somerset
Puxton,Avon and Somerset
Pyleigh,Avon and Somerset
Pylle,Avon and Somerset
Pyrland,Avon and Somerset
Quantock Hills,Avon and Somerset
Queen Camel,Avon and Somerset
Queen Charlton,Avon and Somerset
Rackley,Avon and Somerset
Radford,Avon and Somerset
Radlet,Avon and Somerset
Radstock,Avon and Somerset
Rapps,Avon and Somerset
Redcliffe Bay,Avon and Somerset
Redhill,Avon and Somerset
Redlands,Avon and Somerset
Redlane,Avon and Somerset
Redlynch,Avon and Somerset
Regil,Avon and Somerset
Rhode,Avon and Somerset
Rickford,Avon and Somerset
Ridge,Avon and Somerset
Ridgeway,Avon and Somerset
Riding Gate,Avon and Somerset
Rimpton,Avon and Somerset
Roadwater,Avon and Somerset
Rock,Avon and Somerset
Rockley Ford,Avon and Somerset
Rockwell Green,Avon and Somerset
Rode,Avon and Somerset
Rode Hill,Avon and Somerset
Rodgrove,Avon and Somerset
Rodhuish,Avon and Somerset
Rodney Stoke,Avon and Somerset
Rodway,Avon and Somerset
Rolstone,Avon and Somerset
Rooks Bridge,Avon and Somerset
Rotcombe,Avon and Somerset
Roughmoor,Avon and Somerset
Roundham,Avon and Somerset
Rowbarton,Avon and Somerset
Rowberrow,Avon and Somerset
Rowford,Avon and Somerset
Royston Water,Avon and Somerset
Rudge,Avon and Somerset
Ruggin,Avon and Somerset
Ruishton,Avon and Somerset
Rumwell,Avon and Somerset
Runnington,Avon and Somerset
Rush Hill,Avon and Somerset
Saltford,Avon and Somerset
Sampford Arundel,Avon and Somerset
Sampford Brett,Avon and Somerset
Sand,Avon and Somerset
Sand Point,Avon and Somerset
Sandford,Avon and Somerset
Sandford Batch,Avon and Somerset
Sandylands,Avon and Somerset
Scrapton,Avon and Somerset
Screedy,Avon and Somerset
Sea,Avon and Somerset
Seavington St Mary,Avon and Somerset
Seavington St Michael,Avon and Somerset
Selworthy,Avon and Somerset
Seven Ash,Avon and Somerset
Shalford,Avon and Somerset
Shapwick,Avon and Somerset
Sharpstone,Avon and Somerset
Shawford,Avon and Somerset
Shearston,Avon and Somerset
Sheepway,Avon and Somerset
Shepton Beauchamp,Avon and Somerset
Shepton Mallet,Avon and Somerset
Shepton Montague,Avon and Somerset
Sherborne,Avon and Somerset
Sherford,Avon and Somerset
Shipham,Avon and Somerset
Shiplate,Avon and Somerset
Shopnoller,Avon and Somerset
Shoreditch,Avon and Somerset
Shoscombe,Avon and Somerset
Shoscombe Vale,Avon and Somerset
Shurton,Avon and Somerset
Sidbrook,Avon and Somerset
Sidcot,Avon and Somerset
Sigwells,Avon and Somerset
Silver Knap,Avon and Somerset
Silver Street,Avon and Somerset
Simonsbath,Avon and Somerset
Single Hill,Avon and Somerset
Sion Hill,Avon and Somerset
Skilgate,Avon and Somerset
Slape Cross,Avon and Somerset
Slough Green,Avon and Somerset
Small Way,Avon and Somerset
Snails Hill,Avon and Somerset
Sneyd Park,Avon and Somerset
Soho,Avon and Somerset
Somerdale,Avon and Somerset
Somerton,Avon and Somerset
Somerton Hill,Avon and Somerset
South Barrow,Avon and Somerset
South Brewham,Avon and Somerset
South Cadbury,Avon and Somerset
South Chard,Avon and Somerset
South Cheriton,Avon and Somerset
South Down,Avon and Somerset
South Hill,Avon and Somerset
South Petherton,Avon and Somerset
South Twerton,Avon and Somerset
South Widcombe,Avon and Somerset
Southay,Avon and Somerset
Southdown,Avon and Somerset
Southmarsh,Avon and Somerset
Southstoke,Avon and Somerset
Southtown,Avon and Somerset
Southway,Avon and Somerset
Southwick,Avon and Somerset
Southwood,Avon and Somerset
Sparkford,Avon and Somerset
Sparrow Hill,Avon and Somerset
Spaxton,Avon and Somerset
Speckington,Avon and Somerset
Splatt,Avon and Somerset
Spring Gardens,Avon and Somerset
St Catherine,Avon and Somerset
St Decumans,Avon and Somerset
St Georges,Avon and Somerset
St Michael Church,Avon and Somerset
Stamborough,Avon and Somerset
Standerwick,Avon and Somerset
Stanton Drew,Avon and Somerset
Stanton Prior,Avon and Somerset
Stanton Wick,Avon and Somerset
Staple Fitzpaine,Avon and Somerset
Staple Lawns,Avon and Somerset
Staplegrove,Avon and Somerset
Staplehay,Avon and Somerset
Stapleton,Avon and Somerset
Stapley,Avon and Somerset
Stathe,Avon and Somerset
Stawell,Avon and Somerset
Stawley,Avon and Somerset
Steanbow,Avon and Somerset
Steart,Avon and Somerset
Steep Holm,Avon and Somerset
Stembridge,Avon and Somerset
Stewley,Avon and Somerset
Sticklepath,Avon and Somerset
Sticklinch,Avon and Somerset
Stileway,Avon and Somerset
Stock,Avon and Somerset
Stockland Bristol,Avon and Somerset
Stocklinch,Avon and Somerset
Stockwitch Cross,Avon and Somerset
Stockwood Vale,Avon and Somerset
Stoford,Avon and Somerset
Stogumber,Avon and Somerset
Stogursey,Avon and Somerset
Stoke St Gregory,Avon and Somerset
Stoke St Mary,Avon and Somerset
Stoke St Michael,Avon and Somerset
Stoke Sub Hamdon,Avon and Somerset
Stoke Trister,Avon and Somerset
Stolford,Avon and Somerset
Ston Easton,Avon and Somerset
Stone,Avon and Somerset
Stone Allerton,Avon and Somerset
Stone-edge Batch,Avon and Somerset
Stonebridge,Avon and Somerset
Stoney Stoke,Avon and Somerset
Stoney Stratton,Avon and Somerset
Stony Littleton,Avon and Somerset
Stoughton Cross,Avon and Somerset
Stout,Avon and Somerset
Stowell,Avon and Somerset
Stowey,Avon and Somerset
Stratton-on-the-Fosse,Avon and Somerset
Street,Avon and Somerset
Street Ash,Avon and Somerset
Street on the Fosse,Avon and Somerset
Stretcholt,Avon and Somerset
Stringston,Avon and Somerset
Strode,Avon and Somerset
Summerlands,Avon and Somerset
Sutton,Avon and Somerset
Sutton Bingham,Avon and Somerset
Sutton Mallet,Avon and Somerset
Sutton Montis,Avon and Somerset
Sutton Wick,Avon and Somerset
Sweethay,Avon and Somerset
Swell,Avon and Somerset
Sydenham,Avon and Somerset
Tacker Street,Avon and Somerset
Tadhill,Avon and Somerset
Tadwick,Avon and Somerset
Tarnock,Avon and Somerset
Tatworth,Avon and Somerset
Taunton,Avon and Somerset
Tellisford,Avon and Somerset
Temple Cloud,Avon and Somerset
Templecombe,Avon and Somerset
Terhill,Avon and Somerset
The Common,Avon and Somerset
The Oval,Avon and Somerset
The Wrangle,Avon and Somerset
Theale,Avon and Somerset
Thicket Mead,Avon and Somerset
Thorne Coffin,Avon and Somerset
Thorne St Margaret,Avon and Somerset
Thorney,Avon and Somerset
Thornfalcon,Avon and Somerset
Thorngrove,Avon and Somerset
Three Ashes,Avon and Somerset
Thrupe,Avon and Somerset
Thurlbear,Avon and Somerset
Thurloxton,Avon and Somerset
Tickenham,Avon and Somerset
Timberscombe,Avon and Somerset
Timsbury,Avon and Somerset
Tintinhull,Avon and Somerset
Tivington,Avon and Somerset
Tivington Knowle,Avon and Somerset
Tolland,Avon and Somerset
Tone,Avon and Somerset
Tone Green,Avon and Somerset
Tonedale,Avon and Somerset
Torre,Avon and Somerset
Toulton,Avon and Somerset
Towerhead,Avon and Somerset
Towns End,Avon and Somerset
Townsend,Avon and Somerset
Treborough,Avon and Somerset
Triscombe,Avon and Somerset
Trudoxhill,Avon and Somerset
Trull,Avon and Somerset
Tuckerton,Avon and Somerset
Tucking Mill,Avon and Somerset
Tunley,Avon and Somerset
Twerton,Avon and Somerset
Twinhoe,Avon and Somerset
Tyning,Avon and Somerset
Tyntesfield,Avon and Somerset
Tytherington,Avon and Somerset
Ubley,Avon and Somerset
Udley,Avon and Somerset
Up Mudford,Avon and Somerset
Upcott,Avon and Somerset
Uphill,Avon and Somerset
Uphill Manor,Avon and Somerset
Upper Canada,Avon and Somerset
Upper Cheddon,Avon and Somerset
Upper Croxley,Avon and Somerset
Upper Fivehead,Avon and Somerset
Upper Godney,Avon and Somerset
Upper Langford,Avon and Somerset
Upper Littleton,Avon and Somerset
Upper Milton,Avon and Somerset
Upper Stanton Drew,Avon and Somerset
Upper Swainswick,Avon and Somerset
Upper Town,Avon and Somerset
Upper Vobster,Avon and Somerset
Upper Westholme,Avon and Somerset
Upper Weston,Avon and Somerset
Upton,Avon and Somerset
Upton Noble,Avon and Somerset
Urgashay,Avon and Somerset
Vagg,Avon and Somerset
Vellow,Avon and Somerset
Vobster,Avon and Somerset
Vole,Avon and Somerset
Voxmoor,Avon and Somerset
Wadeford,Avon and Somerset
Wagg,Avon and Somerset
Walcombe,Avon and Somerset
Walcot,Avon and Somerset
Wales,Avon and Somerset
Walford,Avon and Somerset
Wall Mead,Avon and Somerset
Walpole,Avon and Somerset
Walrow,Avon and Somerset
Walton,Avon and Somerset
Walton St Mary,Avon and Somerset
Walton-in-Gordano,Avon and Somerset
